,CSP_TKE_RS,CSP_TKE_SH,CSP_TKE_BU,CSP_TKE_TR,CSP_TKE_DI,CSP_TKE_SGS,CSP_TKE,CSP_TKE_TEND,CSP_P
187,3.273151e-05,-7.4209354e-09,-4.9797027e-08,0.0,0.0,0.0,3.273151e-05,-6.46389e-08,68630.4
188,3.4602526e-05,-1.0599997e-08,-3.142554e-08,0.0,0.0,0.0,3.4602526e-05,-5.2625534e-08,68630.39
189,3.5864414e-05,-1.3913269e-08,-2.2572012e-08,0.0,0.0,0.0,3.5864414e-05,-5.039855e-08,68630.38
190,3.6651407e-05,-1.527452e-08,-2.5112094e-08,0.0,0.0,0.0,3.6651407e-05,-5.5661133e-08,68630.37
191,3.7488753e-05,-1.4388923e-08,-3.7413642e-08,0.0,0.0,0.0,3.7488753e-05,-6.619149e-08,68630.36
192,3.9123403e-05,-1.2341319e-08,-4.9511105e-08,0.0,0.0,0.0,3.9123403e-05,-7.419374e-08,68630.35
193,4.205121e-05,-1.0217413e-08,-6.361433e-08,0.0,0.0,0.0,4.205121e-05,-8.4049155e-08,68630.34
194,4.6401412e-05,-8.27537e-09,-8.268255e-08,0.0,0.0,0.0,4.6401412e-05,-9.923329e-08,68630.336
195,5.19133e-05,-7.609906e-09,-1.0513412e-07,0.0,0.0,0.0,5.19133e-05,-1.2035393e-07,68630.32
196,5.7891353e-05,-1.0521434e-08,-1.11283505e-07,0.0,0.0,0.0,5.7891353e-05,-1.3232638e-07,68630.31
197,6.365073e-05,-1.8630608e-08,-8.7339075e-08,0.0,0.0,0.0,6.365073e-05,-1.2460029e-07,68630.305
198,6.827312e-05,-3.0021692e-08,-5.324587e-08,0.0,0.0,0.0,6.827312e-05,-1.1328926e-07,68630.3
199,7.1084934e-05,-4.038252e-08,-2.9461308e-08,0.0,0.0,0.0,7.1084934e-05,-1.1022635e-07,68630.29
200,7.248481e-05,-4.6081915e-08,-1.8244846e-08,0.0,0.0,0.0,7.248481e-05,-1.1040868e-07,68630.27
201,7.386816e-05,-4.6576695e-08,-1.209457e-08,0.0,0.0,0.0,7.386816e-05,-1.0524796e-07,68630.266
202,7.673315e-05,-4.410093e-08,-1.4727118e-08,0.0,0.0,0.0,7.673315e-05,-1.0292898e-07,68630.26
203,8.1368176e-05,-4.1706883e-08,-4.0346606e-08,0.0,0.0,0.0,8.1368176e-05,-1.2376037e-07,68630.25
204,8.717833e-05,-4.1841208e-08,-8.5872166e-08,0.0,0.0,0.0,8.717833e-05,-1.6955458e-07,68630.24
205,9.333884e-05,-4.2475282e-08,-1.4247075e-07,0.0,0.0,0.0,9.333884e-05,-2.2742131e-07,68630.234
206,9.938491e-05,-3.77373e-08,-1.878935e-07,0.0,0.0,0.0,9.938491e-05,-2.633681e-07,68630.23
207,0.00010577536,-2.5026639e-08,-2.0071398e-07,0.0,0.0,0.0,0.00010577536,-2.5076727e-07,68630.22
208,0.00011327339,-8.673144e-09,-1.848072e-07,0.0,0.0,0.0,0.00011327339,-2.0215349e-07,68630.21
209,0.000121101715,3.5886343e-09,-1.5032224e-07,0.0,0.0,0.0,0.000121101715,-1.4314496e-07,68630.2
210,0.00012704074,4.1848596e-09,-1.072068e-07,0.0,0.0,0.0,0.00012704074,-9.883708e-08,68630.195
211,0.00012958136,-1.2720304e-08,-5.844919e-08,0.0,0.0,0.0,0.00012958136,-8.38898e-08,68630.18
212,0.00012927942,-4.579605e-08,1.683766e-09,0.0,0.0,0.0,0.00012927942,-8.990833e-08,68630.17
213,0.00012826471,-8.042228e-08,2.9169916e-08,0.0,0.0,0.0,0.00012826471,-1.3167465e-07,68630.164
214,0.0001286997,-9.7393524e-08,-1.5533066e-08,0.0,0.0,0.0,0.0001286997,-2.1032011e-07,68630.16
215,0.00013231646,-8.548382e-08,-1.10418945e-07,0.0,0.0,0.0,0.00013231646,-2.8138658e-07,68630.15
216,0.0001396502,-4.7642743e-08,-2.2473107e-07,0.0,0.0,0.0,0.0001396502,-3.2001657e-07,68630.14
217,0.00014945719,-5.588685e-09,-3.2559447e-07,0.0,0.0,0.0,0.00014945719,-3.3677182e-07,68630.14
218,0.0001596352,1.3015693e-08,-3.4524666e-07,0.0,0.0,0.0,0.0001596352,-3.1921527e-07,68630.13
219,0.00016875126,-7.0769257e-09,-2.5138203e-07,0.0,0.0,0.0,0.00016875126,-2.6553587e-07,68630.125
220,0.00017635862,-6.0832264e-08,-8.892149e-08,0.0,0.0,0.0,0.00017635862,-2.1058602e-07,68630.12
221,0.0001827048,-1.285664e-07,6.441799e-08,0.0,0.0,0.0,0.0001827048,-1.9271481e-07,68630.11
222,0.00018829496,-1.800267e-07,1.2039213e-07,0.0,0.0,0.0,0.00018829496,-2.396613e-07,68630.11
223,0.00019312682,-1.8837622e-07,2.939077e-08,0.0,0.0,0.0,0.00019312682,-3.4736166e-07,68630.11
224,0.00019694229,-1.508653e-07,-1.6900043e-07,0.0,0.0,0.0,0.00019694229,-4.7073104e-07,68630.1
225,0.00020021867,-9.590063e-08,-3.4264485e-07,0.0,0.0,0.0,0.00020021867,-5.3444614e-07,68630.09
226,0.00020450795,-6.254705e-08,-3.9705003e-07,0.0,0.0,0.0,0.00020450795,-5.2214415e-07,68630.09
227,0.00021191238,-7.07458e-08,-3.22289e-07,0.0,0.0,0.0,0.00021191238,-4.6378057e-07,68630.09
228,0.00022275657,-1.1101524e-07,-1.8777963e-07,0.0,0.0,0.0,0.00022275657,-4.0981013e-07,68630.09
229,0.00023449463,-1.5628798e-07,-9.598617e-08,0.0,0.0,0.0,0.00023449463,-4.0856213e-07,68630.086
230,0.0002436523,-1.8666651e-07,-8.8830326e-08,0.0,0.0,0.0,0.0002436523,-4.6216334e-07,68630.08
231,0.00024824185,-2.0140612e-07,-1.2852502e-07,0.0,0.0,0.0,0.00024824185,-5.3133726e-07,68630.08
232,0.00024910917,-2.1024692e-07,-1.4102017e-07,0.0,0.0,0.0,0.00024910917,-5.61514e-07,68630.08
233,0.00024947795,-2.1480912e-07,-1.4367589e-07,0.0,0.0,0.0,0.00024947795,-5.7329413e-07,68630.07
234,0.00025193958,-2.0605185e-07,-1.7630637e-07,0.0,0.0,0.0,0.00025193958,-5.884101e-07,68630.07
235,0.00025632777,-1.7970083e-07,-2.59639e-07,0.0,0.0,0.0,0.00025632777,-6.1904063e-07,68630.07
236,0.00026050827,-1.4873194e-07,-3.5543437e-07,0.0,0.0,0.0,0.00026050827,-6.528983e-07,68630.07
237,0.00026300523,-1.3564367e-07,-3.4468113e-07,0.0,0.0,0.0,0.00026300523,-6.159685e-07,68630.07
238,0.00026484465,-1.5020427e-07,-2.0556527e-07,0.0,0.0,0.0,0.00026484465,-5.0597384e-07,68630.07
239,0.00026836107,-1.8336081e-07,-3.4373603e-08,0.0,0.0,0.0,0.00026836107,-4.0109524e-07,68630.07
240,0.0002747501,-2.153212e-07,6.3176856e-08,0.0,0.0,0.0,0.0002747501,-3.6746553e-07,68630.07
241,0.00028324843,-2.2742712e-07,9.555097e-09,0.0,0.0,0.0,0.00028324843,-4.4529915e-07,68630.07
242,0.0002919272,-2.1132713e-07,-1.7916268e-07,0.0,0.0,0.0,0.0002919272,-6.0181696e-07,68630.08
243,0.00029889363,-1.744072e-07,-3.9425998e-07,0.0,0.0,0.0,0.00029889363,-7.430744e-07,68630.08
244,0.0003035149,-1.3436161e-07,-5.0525966e-07,0.0,0.0,0.0,0.0003035149,-7.7398283e-07,68630.08
245,0.0003085845,-1.0560589e-07,-4.4836366e-07,0.0,0.0,0.0,0.0003085845,-6.5957545e-07,68630.08
246,0.00031886002,-8.679113e-08,-3.2103125e-07,0.0,0.0,0.0,0.00031886002,-4.946135e-07,68630.086
247,0.00033878314,-7.525888e-08,-2.4127056e-07,0.0,0.0,0.0,0.00033878314,-3.9178832e-07,68630.086
248,0.0003693705,-8.1082774e-08,-2.6495346e-07,0.0,0.0,0.0,0.0003693705,-4.27119e-07,68630.09
249,0.00040562142,-1.2098775e-07,-3.742292e-07,0.0,0.0,0.0,0.00040562142,-6.1620466e-07,68630.09
250,0.00043660722,-1.9857599e-07,-4.531097e-07,0.0,0.0,0.0,0.00043660722,-8.502617e-07,68630.1
251,0.00045100172,-2.8549152e-07,-4.2513122e-07,0.0,0.0,0.0,0.00045100172,-9.961143e-07,68630.1
252,0.00044558014,-3.326791e-07,-2.9433386e-07,0.0,0.0,0.0,0.00044558014,-9.59692e-07,68630.11
253,0.00043014312,-3.0162084e-07,-1.5407588e-07,0.0,0.0,0.0,0.00043014312,-7.573176e-07,68630.11
254,0.0004247291,-1.9625443e-07,-1.3193575e-07,0.0,0.0,0.0,0.0004247291,-5.2444466e-07,68630.12
255,0.00044690826,-6.3700114e-08,-3.0646723e-07,0.0,0.0,0.0,0.00044690826,-4.3386746e-07,68630.125
256,0.00049875875,2.8211616e-08,-6.155322e-07,0.0,0.0,0.0,0.00049875875,-5.5910897e-07,68630.125
257,0.0005647301,2.167468e-08,-8.9357025e-07,0.0,0.0,0.0,0.0005647301,-8.502209e-07,68630.13
258,0.00062075217,-9.5898955e-08,-9.252796e-07,0.0,0.0,0.0,0.00062075217,-1.1170775e-06,68630.14
259,0.0006483937,-2.7949204e-07,-6.739031e-07,0.0,0.0,0.0,0.0006483937,-1.2328871e-06,68630.15
260,0.0006463146,-4.40632e-07,-2.7594206e-07,0.0,0.0,0.0,0.0006463146,-1.157206e-06,68630.15
261,0.00063189585,-4.879127e-07,-5.4384564e-10,0.0,0.0,0.0,0.00063189585,-9.763692e-07,68630.16
262,0.00063038676,-3.8852244e-07,-1.07112804e-07,0.0,0.0,0.0,0.00063038676,-8.8415766e-07,68630.164
263,0.0006584633,-2.1018415e-07,-5.7363155e-07,0.0,0.0,0.0,0.0006584633,-9.939998e-07,68630.17
264,0.00071371987,-9.513774e-08,-1.0712621e-06,0.0,0.0,0.0,0.00071371987,-1.2615375e-06,68630.18
265,0.00077661546,-1.6360323e-07,-1.2258915e-06,0.0,0.0,0.0,0.00077661546,-1.553098e-06,68630.19
266,0.0008237717,-4.14054e-07,-8.7611204e-07,0.0,0.0,0.0,0.0008237717,-1.70422e-06,68630.195
267,0.0008434426,-7.0967167e-07,-2.26997e-07,0.0,0.0,0.0,0.0008434426,-1.6463404e-06,68630.21
268,0.0008413802,-8.6826594e-07,2.386255e-07,0.0,0.0,0.0,0.0008413802,-1.4979064e-06,68630.22
269,0.00083420373,-8.032656e-07,1.3947128e-07,0.0,0.0,0.0,0.00083420373,-1.46706e-06,68630.23
270,0.00083687773,-5.9345507e-07,-4.513239e-07,0.0,0.0,0.0,0.00083687773,-1.638234e-06,68630.234
271,0.00085607736,-4.2548663e-07,-1.0880094e-06,0.0,0.0,0.0,0.00085607736,-1.9389827e-06,68630.25
272,0.00089132175,-4.4584442e-07,-1.3319378e-06,0.0,0.0,0.0,0.00089132175,-2.2236268e-06,68630.266
273,0.0009380257,-6.354097e-07,-1.1189535e-06,0.0,0.0,0.0,0.0009380257,-2.3897728e-06,68630.29
274,0.0009890047,-8.3245595e-07,-7.373171e-07,0.0,0.0,0.0,0.0009890047,-2.402229e-06,68630.31
275,0.0010340118,-8.7622504e-07,-4.888992e-07,0.0,0.0,0.0,0.0010340118,-2.2413492e-06,68630.33
276,0.0010633336,-7.478592e-07,-4.929019e-07,0.0,0.0,0.0,0.0010633336,-1.9886202e-06,68630.35
277,0.0010745436,-5.8479145e-07,-6.4087294e-07,0.0,0.0,0.0,0.0010745436,-1.8104558e-06,68630.37
278,0.0010750485,-5.6510817e-07,-7.0212906e-07,0.0,0.0,0.0,0.0010750485,-1.8323453e-06,68630.39
279,0.0010799022,-7.669058e-07,-5.595312e-07,0.0,0.0,0.0,0.0010799022,-2.093343e-06,68630.41
280,0.0011032294,-1.0951107e-06,-3.2527302e-07,0.0,0.0,0.0,0.0011032294,-2.5154945e-06,68630.42
281,0.0011506112,-1.333692e-06,-3.042381e-07,0.0,0.0,0.0,0.0011506112,-2.971622e-06,68630.44
282,0.0012154682,-1.2950153e-06,-6.903785e-07,0.0,0.0,0.0,0.0012154682,-3.2804091e-06,68630.46
283,0.0012829169,-9.588364e-07,-1.4335237e-06,0.0,0.0,0.0,0.0012829169,-3.3511965e-06,68630.48
284,0.0013398844,-5.230861e-07,-2.1593128e-06,0.0,0.0,0.0,0.0013398844,-3.205485e-06,68630.49
285,0.0013860933,-2.9733553e-07,-2.334478e-06,0.0,0.0,0.0,0.0013860933,-2.929149e-06,68630.51
286,0.0014312272,-4.9984743e-07,-1.6637781e-06,0.0,0.0,0.0,0.0014312272,-2.663473e-06,68630.516
287,0.001484303,-1.0937016e-06,-4.1092662e-07,0.0,0.0,0.0,0.001484303,-2.59833e-06,68630.54
288,0.0015395028,-1.786588e-06,6.898413e-07,0.0,0.0,0.0,0.0015395028,-2.8833347e-06,68630.555
289,0.0015773182,-2.2060437e-06,9.1443536e-07,0.0,0.0,0.0,0.0015773182,-3.4976522e-06,68630.57
290,0.0015786483,-2.1278395e-06,7.561448e-08,0.0,0.0,0.0,0.0015786483,-4.1800645e-06,68630.58
291,0.0015435312,-1.6388883e-06,-1.2436326e-06,0.0,0.0,0.0,0.0015435312,-4.521409e-06,68630.59
292,0.0014981093,-1.0945209e-06,-2.0878217e-06,0.0,0.0,0.0,0.0014981093,-4.2768634e-06,68630.61
293,0.0014779153,-8.712292e-07,-1.8872197e-06,0.0,0.0,0.0,0.0014779153,-3.6296778e-06,68630.625
294,0.0015054276,-1.0914573e-06,-8.453982e-07,0.0,0.0,0.0,0.0015054276,-3.0283127e-06,68630.63
295,0.0015771197,-1.537375e-06,1.7107465e-07,0.0,0.0,0.0,0.0015771197,-2.9036755e-06,68630.65
296,0.0016672296,-1.8173309e-06,2.712305e-07,0.0,0.0,0.0,0.0016672296,-3.3634315e-06,68630.664
297,0.0017443051,-1.6808021e-06,-7.0167397e-07,0.0,0.0,0.0,0.0017443051,-4.0632785e-06,68630.68
298,0.0017886683,-1.2238623e-06,-1.9932945e-06,0.0,0.0,0.0,0.0017886683,-4.4410194e-06,68630.695
299,0.0017980818,-8.2924413e-07,-2.4978308e-06,0.0,0.0,0.0,0.0017980818,-4.156319e-06,68630.71
300,0.001781859,-8.5269915e-07,-1.6996312e-06,0.0,0.0,0.0,0.001781859,-3.4050295e-06,68630.73
301,0.0017548563,-1.329622e-06,-1.8513449e-08,0.0,0.0,0.0,0.0017548563,-2.6777575e-06,68630.74
302,0.0017369833,-1.929124e-06,1.354808e-06,0.0,0.0,0.0,0.0017369833,-2.50344e-06,68630.75
303,0.0017509138,-2.2029717e-06,1.3195555e-06,0.0,0.0,0.0,0.0017509138,-3.086388e-06,68630.766
304,0.0018140912,-1.9521467e-06,-2.0880002e-07,0.0,0.0,0.0,0.0018140912,-4.1130934e-06,68630.77
305,0.0019286955,-1.3877342e-06,-2.2710205e-06,0.0,0.0,0.0,0.0019286955,-5.046489e-06,68630.79
306,0.0020718437,-9.636033e-07,-3.591162e-06,0.0,0.0,0.0,0.0020718437,-5.5183687e-06,68630.8
307,0.0022013278,-1.0322306e-06,-3.4427e-06,0.0,0.0,0.0,0.0022013278,-5.507161e-06,68630.81
308,0.0022776052,-1.5911928e-06,-2.1502283e-06,0.0,0.0,0.0,0.0022776052,-5.332614e-06,68630.82
309,0.0022875448,-2.3102925e-06,-7.6789524e-07,0.0,0.0,0.0,0.0022875448,-5.3884805e-06,68630.83
310,0.0022590237,-2.782736e-06,-2.2990478e-07,0.0,0.0,0.0,0.0022590237,-5.7953766e-06,68630.83
311,0.0022499221,-2.7986562e-06,-7.89589e-07,0.0,0.0,0.0,0.0022499221,-6.386901e-06,68630.836
312,0.0023113773,-2.4597698e-06,-1.9482777e-06,0.0,0.0,0.0,0.0023113773,-6.8678173e-06,68630.836
313,0.0024511388,-2.102862e-06,-2.824877e-06,0.0,0.0,0.0,0.0024511388,-7.0306005e-06,68630.84
314,0.0026282526,-2.1011983e-06,-2.7251774e-06,0.0,0.0,0.0,0.0026282526,-6.927574e-06,68630.85
315,0.0027834445,-2.6193998e-06,-1.6558245e-06,0.0,0.0,0.0,0.0027834445,-6.894624e-06,68630.85
316,0.0028738133,-3.4308182e-06,-5.5210137e-07,0.0,0.0,0.0,0.0028738133,-7.413738e-06,68630.86
317,0.0028819987,-4.066261e-06,-4.0222827e-07,0.0,0.0,0.0,0.0028819987,-8.534751e-06,68630.87
318,0.0028473553,-4.1635044e-06,-1.532507e-06,0.0,0.0,0.0,0.0028473553,-9.859516e-06,68630.87
319,0.0028246983,-3.7103032e-06,-3.311412e-06,0.0,0.0,0.0,0.0028246983,-1.0732018e-05,68630.875
320,0.0028566974,-3.020824e-06,-4.56946e-06,0.0,0.0,0.0,0.0028566974,-1.0611107e-05,68630.875
321,0.002966139,-2.5176937e-06,-4.4735352e-06,0.0,0.0,0.0,0.002966139,-9.508923e-06,68630.875
322,0.0031463543,-2.4646524e-06,-3.1577167e-06,0.0,0.0,0.0,0.0031463543,-8.087021e-06,68630.875
323,0.0033538814,-2.877686e-06,-1.3865118e-06,0.0,0.0,0.0,0.0033538814,-7.1418835e-06,68630.88
324,0.0035245148,-3.6026838e-06,-4.2450214e-08,0.0,0.0,0.0,0.0035245148,-7.247818e-06,68630.88
325,0.0036057243,-4.4431836e-06,4.30464e-07,0.0,0.0,0.0,0.0036057243,-8.455903e-06,68630.89
326,0.0035925007,-5.1753123e-06,5.4240427e-08,0.0,0.0,0.0,0.0035925007,-1.0296384e-05,68630.89
327,0.0035340332,-5.531495e-06,-1.0118672e-06,0.0,0.0,0.0,0.0035340332,-1.2074857e-05,68630.9
328,0.0034982364,-5.2959626e-06,-2.5479778e-06,0.0,0.0,0.0,0.0034982364,-1.3139903e-05,68630.9
329,0.003527087,-4.522203e-06,-4.0232085e-06,0.0,0.0,0.0,0.003527087,-1.3067615e-05,68630.91
330,0.003620429,-3.6199e-06,-4.721626e-06,0.0,0.0,0.0,0.003620429,-1.1961426e-05,68630.9
331,0.0037359889,-3.1632476e-06,-4.0065474e-06,0.0,0.0,0.0,0.0037359889,-1.0333042e-05,68630.9
332,0.0038290403,-3.5440844e-06,-1.7615033e-06,0.0,0.0,0.0,0.0038290403,-8.849673e-06,68630.9
333,0.0038963559,-4.6586624e-06,1.0336245e-06,0.0,0.0,0.0,0.0038963559,-8.2837005e-06,68630.89
334,0.0039738007,-5.822245e-06,2.4520562e-06,0.0,0.0,0.0,0.0039738007,-9.192434e-06,68630.88
335,0.004167972,-6.1412366e-06,7.534173e-07,0.0,0.0,0.0,0.004167972,-1.1529056e-05,68630.875
336,0.009092218,6.151181e-07,2.4705905e-05,0.0,0.0,0.0,0.009092218,2.5936142e-05,68630.87
337,0.006714127,-6.347827e-07,-1.5267873e-05,0.0,0.0,0.0,0.006714127,-1.6537437e-05,68630.87
338,0.006155386,-7.894653e-06,8.495387e-06,0.0,0.0,0.0,0.006155386,-7.293919e-06,68630.87
339,0.006949257,-8.5165775e-06,1.7223485e-05,0.0,0.0,0.0,0.006949257,1.9032996e-07,68630.87
340,0.0064958436,-6.130739e-06,1.4563244e-05,0.0,0.0,0.0,0.0064958436,2.3017656e-06,68630.86
341,0.006985252,-3.7545428e-06,5.8984606e-06,0.0,0.0,0.0,0.006985252,-1.6106251e-06,68630.85
342,0.022787686,4.7356993e-05,4.331899e-05,0.0,0.0,0.0,0.022787686,0.00013803298,68630.82
343,0.010973496,3.921539e-06,-8.921266e-06,0.0,0.0,0.0,0.010973496,-1.0781887e-06,68630.83
344,0.0094434265,-1.29027185e-05,3.233591e-05,0.0,0.0,0.0,0.0094434265,6.530473e-06,68630.805
345,0.011442966,-1.3413773e-05,2.0679992e-05,0.0,0.0,0.0,0.011442966,-6.147553e-06,68630.78
346,0.013118913,-8.504681e-06,-1.1505676e-05,0.0,0.0,0.0,0.013118913,-2.8515038e-05,68630.78
347,0.016405776,-6.6432162e-06,2.5423717e-05,0.0,0.0,0.0,0.016405776,1.2137283e-05,68630.79
348,0.025140943,9.26606e-06,-1.6411946e-05,0.0,0.0,0.0,0.025140943,2.120174e-06,68630.78
349,0.018255515,-4.639198e-06,2.046716e-05,0.0,0.0,0.0,0.018255515,1.1188764e-05,68630.805
350,0.018832048,-1.2366356e-05,9.816703e-05,0.0,0.0,0.0,0.018832048,7.343432e-05,68630.805
351,0.019107841,-1.04566625e-05,6.210988e-05,0.0,0.0,0.0,0.019107841,4.1196552e-05,68630.805
352,0.021875422,1.995788e-06,-1.1426506e-05,0.0,0.0,0.0,0.021875422,-7.43493e-06,68630.805
353,0.04159703,5.744439e-05,0.00015876345,0.0,0.0,0.0,0.04159703,0.00027365223,68630.76
354,0.04360312,5.4532848e-05,0.00011179696,0.0,0.0,0.0,0.04360312,0.00022086265,68630.766
355,0.061561137,-5.34867e-05,0.00020197802,0.0,0.0,0.0,0.061561137,9.500462e-05,68630.74
356,0.060029004,-2.1576352e-05,0.000102992526,0.0,0.0,0.0,0.060029004,5.9839826e-05,68630.74
357,0.07275662,7.756212e-06,0.00011791176,0.0,0.0,0.0,0.07275662,0.00013342418,68630.73
358,0.07046853,2.9375096e-06,0.0001758143,0.0,0.0,0.0,0.07046853,0.00018168932,68630.73
359,0.09469423,-4.448441e-05,0.00035055543,0.0,0.0,0.0,0.09469423,0.0002615866,68630.69
360,0.109542005,7.41597e-05,0.00028095106,0.0,0.0,0.0,0.109542005,0.00042927047,68630.695
361,0.100684695,3.079264e-05,5.3427175e-05,0.0,0.0,0.0,0.100684695,0.00011501245,68630.7
362,0.10478486,-1.0580203e-05,0.00027614442,0.0,0.0,0.0,0.10478486,0.000254984,68630.664
363,0.100529715,-6.3125817e-06,0.00029205732,0.0,0.0,0.0,0.100529715,0.00027943213,68630.67
364,0.11844454,3.7046448e-05,0.00019138097,0.0,0.0,0.0,0.11844454,0.00026547385,68630.62
365,0.10106256,3.8687158e-05,0.00015678928,0.0,0.0,0.0,0.10106256,0.00023416358,68630.64
366,0.098717585,-1.6929078e-05,0.0003218636,0.0,0.0,0.0,0.098717585,0.00028800542,68630.65
367,0.09011931,-3.2006254e-05,0.00031207525,0.0,0.0,0.0,0.09011931,0.00024806277,68630.66
368,0.1029049,-1.2990713e-06,0.00040062275,0.0,0.0,0.0,0.1029049,0.0003980246,68630.63
369,0.1149317,6.233837e-05,0.00018047716,0.0,0.0,0.0,0.1149317,0.0003051539,68630.64
370,0.13474858,0.0001445564,0.000100271165,0.0,0.0,0.0,0.13474858,0.00038938396,68630.63
371,0.13819061,-8.570739e-06,0.00044328612,0.0,0.0,0.0,0.13819061,0.00042614466,68630.63
372,0.16521111,3.015679e-05,0.00051047135,0.0,0.0,0.0,0.16521111,0.00057078496,68630.59
373,0.16567723,-2.9125755e-05,0.00039731205,0.0,0.0,0.0,0.16567723,0.00033906056,68630.62
374,0.20361769,3.1585554e-05,0.00045099747,0.0,0.0,0.0,0.20361769,0.0005141686,68630.54
